text,label,rationale
I’m starting to think “plus size” for hollywood/the fashion industry just means above a C cup bra-wise with an hourglass figure :slightly_frowning_face:,0,The statement directly critiques the narrow definition of 'plus size' without implying irony or hidden meaning.
@user How many of these foreign criminals are Russian backers and funders of @user #voteleave and the @user ?,0,The tweet directly questions the involvement of Russian individuals in funding specific political campaigns.
@user Nurse! John’s been sniffing ivermectin again.,0,The statement directly conveys concern about John's misuse of ivermectin without any hidden meaning.
"Christopher Biggins, a Poundland Mrs Twanky, is sharing his expert knowledge on the EU and Brexit. Can’t wait for his take on the Middle East’s geopolitical situation. http",0,The tweet straightforwardly expresses anticipation for Biggins' opinions without implying any hidden criticism or irony.
"Just watched Homewrecker @user Halloween event, loved it! :jack-o-lantern: #homewreckermovie #grimmfest",0,The words express genuine enjoyment of the event without any implied contradiction.
@user desperately searching through emails for our #lebrock tickets for Saturday - if we can't find the email can it be resent? Or do you still have the name list on the door?,0,The tweet directly requests assistance in locating tickets without any implied irony or hidden meaning.
@user what time do you close today at your Regent Street store? Thank you,0,The tweet directly asks for store hours without any implied irony or hidden meaning.
Ok its my birthday I need chinese food,0,The statement directly expresses a desire for Chinese food on the speaker's birthday.
my eye doctor is so cute and charming ok,0,The words 'cute and charming' directly express genuine admiration for the eye doctor.
my contact just ripped in my eye ok,0,The literal statement directly conveys the discomfort of a contact lens issue without any hidden meaning.
Just booked my theory test.... Hahaha finally,0,The words express genuine excitement about successfully booking the theory test.
Las Iguanas :OK_hand: :smiling_face_with_heart-eyes: :wine_glass: :fork_and_knife:,0,The emojis express genuine enthusiasm and enjoyment for Las Iguanas without any implied contradiction.
IBIZA HAS JUST BEEN BOOKED AGAIN wohooooooooo :party_popper: :clapping_hands: :party_popper: :clapping_hands:,0,The enthusiastic expression 'wohooooooooo' and celebratory emojis convey genuine excitement about the booking.
help why do i keep having nightmares about being amish,0,The tweet directly expresses confusion and concern about recurring nightmares without any implied irony.
why is getting an eye exam so HUMILIATING,0,The words express genuine discomfort and embarrassment about the experience of an eye exam.
getting a bidet was the best decision of my adult life,0,The statement directly expresses a positive opinion about the decision to get a bidet.
"@user I had the same problem, but as others have said use the left/right arrows on your remote, not the &gt;&gt; key, then it jumps 10 seconds at a time or longer if you press and hold.",0,The tweet provides straightforward advice on using remote control buttons without any hidden meaning.
@user @user Thanks so much for doing this for us Andy,0,The words express genuine gratitude towards Andy for his assistance.
"@user @user @user I had an orange one! Around the same time as you as well, great memories.",0,The tweet directly shares a positive memory about an orange item without any implied contradiction.
WTF!!! #billcosby conviction was just overturned by the Pennsylvania Supreme Court!!!! #wtf #WHY #me2 @user,0,The exclamation and hashtags express genuine shock and disbelief about the court's decision.
